,Date,HomeTeam,AwayTeam,Final_HomeGoals,Final_AwayGoals,Final_Result,Half_HomeGoals,Half_AwayGoals,Half_Result,Referee,Home_Shots,Away_Shots,HomeShots_Target,AwayShots_Target,Home_Fouls,Away_Fouls,Home_Corner,Away_Corner,Home_Yellows,Away_Yellows,Home_Reds,Away_Reds,Season
257,2017-02-27,Leicester,Liverpool,3.0,1.0,H,2.0,0.0,H,M Oliver,13.0,17.0,7.0,7.0,8.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,9
259,2017-04-03,Liverpool,Arsenal,3.0,1.0,H,2.0,0.0,H,R Madley,18.0,7.0,7.0,3.0,8.0,15.0,9.0,3.0,1.0,2.0,0.0,0.0,9
272,2017-12-03,Liverpool,Burnley,2.0,1.0,H,1.0,1.0,D,C Pawson,10.0,11.0,3.0,1.0,12.0,16.0,11.0,1.0,2.0,2.0,0.0,0.0,9
278,2017-03-18,West Brom,Arsenal,3.0,1.0,H,1.0,1.0,D,N Swarbrick,12.0,11.0,8.0,2.0,5.0,6.0,4.0,5.0,1.0,0.0,0.0,0.0,9
280,2017-03-19,Man City,Liverpool,1.0,1.0,D,0.0,0.0,D,M Oliver,13.0,13.0,3.0,4.0,14.0,7.0,9.0,8.0,3.0,3.0,0.0,0.0,9
287,2017-01-04,Liverpool,Everton,3.0,1.0,H,2.0,1.0,H,A Taylor,10.0,9.0,6.0,4.0,17.0,10.0,2.0,3.0,1.0,3.0,0.0,0.0,9
291,2017-02-04,Arsenal,Man City,2.0,2.0,D,1.0,2.0,A,A Marriner,8.0,14.0,3.0,5.0,8.0,15.0,3.0,8.0,3.0,2.0,0.0,0.0,9
297,2017-05-04,Arsenal,West Ham,3.0,0.0,H,0.0,0.0,D,M Atkinson,21.0,7.0,8.0,2.0,11.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,9
300,2017-05-04,Liverpool,Bournemouth,2.0,2.0,D,1.0,1.0,D,L Mason,20.0,7.0,8.0,2.0,11.0,8.0,7.0,2.0,1.0,1.0,0.0,0.0,9
306,2017-08-04,Stoke,Liverpool,1.0,2.0,A,1.0,0.0,H,M Dean,9.0,14.0,4.0,4.0,7.0,11.0,5.0,8.0,0.0,2.0,0.0,0.0,9
312,2017-10-04,Crystal Palace,Arsenal,3.0,0.0,H,1.0,0.0,H,M Oliver,17.0,11.0,6.0,3.0,11.0,10.0,5.0,8.0,0.0,1.0,0.0,0.0,9
321,2017-04-16,West Brom,Liverpool,0.0,1.0,A,0.0,1.0,A,J Moss,7.0,15.0,2.0,2.0,15.0,9.0,4.0,4.0,3.0,1.0,0.0,0.0,9
322,2017-04-17,Middlesbrough,Arsenal,1.0,2.0,A,0.0,1.0,A,A Taylor,13.0,12.0,5.0,4.0,11.0,16.0,2.0,4.0,2.0,2.0,0.0,0.0,9
328,2017-04-23,Liverpool,Crystal Palace,1.0,2.0,A,1.0,1.0,D,A Marriner,14.0,7.0,1.0,3.0,8.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,9
330,2017-04-26,Arsenal,Leicester,1.0,0.0,H,0.0,0.0,D,M Jones,12.0,7.0,5.0,3.0,9.0,13.0,12.0,1.0,2.0,4.0,0.0,0.0,9
342,2017-04-30,Tottenham,Arsenal,2.0,0.0,H,0.0,0.0,D,M Oliver,20.0,12.0,11.0,4.0,7.0,15.0,14.0,5.0,1.0,3.0,0.0,0.0,9
343,2017-01-05,Watford,Liverpool,0.0,1.0,A,0.0,1.0,A,C Pawson,9.0,12.0,2.0,8.0,11.0,9.0,3.0,5.0,3.0,1.0,0.0,0.0,9
351,2017-07-05,Arsenal,Man United,2.0,0.0,H,0.0,0.0,D,A Marriner,9.0,10.0,4.0,4.0,14.0,10.0,5.0,9.0,1.0,0.0,0.0,0.0,9
352,2017-07-05,Liverpool,Southampton,0.0,0.0,D,0.0,0.0,D,R Madley,17.0,4.0,8.0,0.0,9.0,4.0,3.0,6.0,1.0,3.0,0.0,0.0,9
354,2017-10-05,Southampton,Arsenal,0.0,2.0,A,0.0,0.0,D,J Moss,14.0,11.0,3.0,4.0,5.0,5.0,8.0,5.0,1.0,2.0,0.0,0.0,9
360,2017-05-13,Stoke,Arsenal,1.0,4.0,A,0.0,1.0,A,M Dean,10.0,10.0,4.0,6.0,13.0,7.0,7.0,6.0,1.0,2.0,0.0,0.0,9
364,2017-05-14,West Ham,Liverpool,0.0,4.0,A,0.0,1.0,A,N Swarbrick,10.0,26.0,3.0,11.0,5.0,10.0,4.0,6.0,2.0,0.0,0.0,0.0,9
366,2017-05-16,Arsenal,Sunderland,2.0,0.0,H,0.0,0.0,D,R East,36.0,6.0,13.0,2.0,15.0,10.0,17.0,3.0,4.0,2.0,0.0,0.0,9
370,2017-05-21,Arsenal,Everton,3.0,1.0,H,2.0,0.0,H,M Oliver,17.0,22.0,9.0,7.0,10.0,15.0,4.0,6.0,2.0,4.0,1.0,0.0,9
375,2017-05-21,Liverpool,Middlesbrough,3.0,0.0,H,1.0,0.0,H,M Atkinson,25.0,9.0,10.0,3.0,13.0,8.0,3.0,3.0,0.0,1.0,0.0,0.0,9
